city,final_hub,name,address,accreditation_type,website,phone,lat,lng,nabh_speciality_codes,nabh_speciality_names,nabh_speciality_count,match_type,match_score,Hospital Id,Hospital Name,State,District,Hospital Contact,Current Specialities,Hospital Type,Empanelment Type,Application Status,Hospital Address,pmjay_speciality_count,final_city,p_focused_specialities,p_focused_count,unified_specialities,unified_count,unified_score,super_specialities_score_v2,google_rating,google_reviews,Unnamed: 34,Hospital_type,diff_score,unified_specialities_updated,market_alignment_score,Hospital_type_v3,New_Types_V2,reviews_phone,reviews_website,reviews_lat,reviews_lng,New_Types
delhi,DELHI,mukhi hospital & nursing home pvt. ltd.,"Ambala Road, Near Bus Stand, Sonipat, Haryana-131001, Sonipat, Haryana, 131001",Accredited,,,20.5495024,78.8357759,GAS|MED|NEU|OPH|PUL|SUR|URO,Gastroenterology|General Medicine|Neurosciences|Ophthalmology|Pulmonology|Surgery|Urology,5,NABH_ONLY,0,,,,,,,,,,,,,,,GAS|MED|NEU|PUL|URO,5,5,2.35,3,18,,CORE,5.58,GAS|MED|NEU|OPH|PUL|SUR|URO,5.58,CORE,Standard Secondary General,,,29.0010842,77.0222557,Standard Secondary General
delhi,DELHI,sunehri devi hospital,"Mission Road Near Jain Mandir, Sonipat ,Haryana Pin Code -131001, Sonipat, Haryana, 131001",Accredited,https://sdhsonipathospital.com/,+91 130 224 2744,28.98934,77.015008,GAS|MED|OPH|PUL|SUR|URO,Gastroenterology|General Medicine|Ophthalmology|Pulmonology|Surgery|Urology,4,NABH_ONLY,0,,,,,,,,,,,,,,,GAS|MED|PUL|URO,4,4,1.22,4.2,82,,CORE,4.11,GAS|MED|OPH|PUL|SUR|URO,4.11,CORE,Standard Secondary General,0130 224 2744,https://sdhsonipathospital.com/,28.98934,77.015008,Standard Secondary General
delhi,DELHI,panacea institute of radiology and medical services private limited,"H-10 GREEN PARK EXTENSION, South West Delhi, Delhi, 110016",Empaneled,,,28.5618311,77.2042741,MED|NEU|OPH|SUR,General Medicine|Neurosciences|Ophthalmology|Surgery,2,NABH+PMJAY,100,HOSP7P129405,PANACEA INSTITUTE OF RADIOLOGY AND MEDICAL SERVICES PRIVATE LIMITED,NCT OF Delhi,SOUTH DELHI,9899027414,S12,,Only CGHS,Hospital Approved for Empanelment,,1,DELHI,S12,10,CAR|MED|NEU,3,3,2.24,2.5,30,,CORE,6,CAR|MED|NEU|OPH|SUR,6,CORE,Small Day-Care Clinics,,https://panaceamedicalinstitute.com/radiology/,28.560124,77.2047445,Small Day-Care Clinics
delhi,DELHI,yupiter hospital pvt. ltd.,"J-4 GREEN PARK EXTENSION, NEW DELHI, South Delhi, Delhi, 110016",Empaneled,,,28.5597033,77.203868,MED|NEU|NPH|OPH|ORT|SUR|URO,General Medicine|Nephrology|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,5,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|NPH|ORT|URO,5,5,2.42,4.5,657,,ADVANCED,6.73,MED|NEU|NPH|OPH|ORT|SUR|URO,6.73,ADVANCED,Standard Secondary General,099719 05500,https://yupiterhospital.com/,28.5610437,77.2008443,Standard Secondary General
delhi,DELHI,ibs hospital (institute of brain and spine),"73, RING ROAD, LAJPAT NAGAR 3, NEW DELHI, South Delhi, Delhi, 110024",Empaneled,,,28.5656542,77.2442422,MED|NEU|OPH|ORT|SUR,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery,3,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT,3,3,1.79,4.4,1157,,CORE,5.28,MED|NEU|OPH|ORT|SUR,5.28,CORE,Boutique Super-Specialty,096752 47365,http://www.ibshospitals.com/,28.5656921,77.2442623,Boutique Super-Specialty
delhi,DELHI,elantis healthcare,"29, RING ROAD, LAJPAT NAGAR IV, NEW DELHI 110024, New Delhi, Delhi, 110024",Accredited,,,28.5650845,77.2476314,EMD|MED|NEU|OPH|ORT|PUL|SUR|URO,Emergency Medicine|General Medicine|Neurosciences|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,6,NABH_ONLY,0,,,,,,,,,,,,,,,EMD|MED|NEU|ORT|PUL|URO,6,6,2.32,4.5,1468,,ADVANCED,6.69,EMD|MED|NEU|OPH|ORT|PUL|SUR|URO,6.69,ADVANCED,Advanced Multispecialty,080 6542 3640,https://www.pristyncare.com/delhi/hospital/pristyn-care-elantis/?utm_source=gmb&utm_medium=organic&utm_campaign=6622940130462954568&utm_term=Own_Hospital&utm_content=Websitelink,28.565212,77.2479506,Advanced Multispecialty
delhi,DELHI,ramlal kundanlal orthopaedic hospital & r.k maternity home (a unit of ramlal kundanlal (jewellers) charitable society),"BANGLOW PLOT NO- 08, PANDAV NAGAR, PATPAR GANJ ROAD, DELHI, PANDAV NANAGR, DELHI, PANDAV NAGAR, PATPARGANJ, DELHI, DELHI, Delhi, India, 110092",Accredited,https://rk-hospital.com/,+91 11 4318 9000,28.6213244,77.2839589,MED|NEU|NPH|OPH|ORT|PUL|SUR,General Medicine|Nephrology|Neurosciences|Ophthalmology|Orthopedics|Pulmonology|Surgery,5,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|NPH|ORT|PUL,5,5,2.36,3.8,486,,ADVANCED,6.34,MED|NEU|NPH|OPH|ORT|PUL|SUR,6.34,ADVANCED,Standard Secondary General,011 4318 9000,https://rk-hospital.com/,28.6180931,77.2868119,Standard Secondary General
delhi,DELHI,gambhir hospital,"H-74,, RAJOURI GARDEN, H BLOCK, WEST DELHI, Delhi, India, 110027",Certified,https://gambhirhospital.com/,+91 11 4560 3862,28.63694,77.124407,MED|NEU|OPH|ORT|SUR,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery,3,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT,3,3,1.79,4.2,245,,CORE,5.12,MED|NEU|OPH|ORT|SUR,5.12,CORE,Standard Secondary General,011 4560 3862,https://gambhirhospital.com/,28.6419716,77.1227623,Standard Secondary General
delhi,DELHI,dr popli's dental and medical care centre,"Birtamode- 5, Jhapa , East Delhi, Delhi, 057204",Empaneled,,,28.6273231,77.3007143,MED|NEU|ONC|OPH|SUR,General Medicine|Neurosciences|Oncology|Ophthalmology|Surgery,3,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ONC,3,3,2.24,5,303,,CORE,6.19,MED|NEU|ONC|OPH|SUR,6.19,CORE,Small Day-Care Clinics,098714 92999,https://drpoplidental.com/,28.6630482,77.3161511,Small Day-Care Clinics
delhi,DELHI,garg hospital,"8-9, AGCR ENCLAVE, OPP. KARKARDOOMA COURT, DELHI, SHAHDARA, Delhi, India, 110092",Accredited,http://garghospital.co.in/,+91 11 4515 2556,28.6532279,77.2948794,MED|NEU|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,4,NABH+PMJAY,100,HOSP7P126810,GARG HOSPITAL,NCT OF Delhi,NEW DELHI,9999208156,"M1, M2, S8, M7, S1, S2, S3, S4, S5, S7",Private(For Profit),Only CGHS,Hospital Approved for Empanelment,,10,DELHI,"M1, S8, M7, S1, S5, S7",5,EMD|MED|NEU|ORT|URO,5,5.1,2.19,4.6,1538,,ADVANCED,6.78,EMD|MED|NEU|OPH|ORT|SUR|URO,6.78,ADVANCED,Standard Secondary General,011 4515 2556,http://garghospital.co.in/,28.6531846,77.2948802,Standard Secondary General
delhi,DELHI,institute of human behaviour and allied sciences,"ROAD No, 64                 , GTB ENCLAVE, DILSHAD GARDEN, NORTH- EAST DELHI, Delhi, India, 110095",Accredited,https://ihbas.delhi.gov.in/,+91 11 2211 4021,28.6814996,77.3097359,MED|NEU|OPH|SUR,General Medicine|Neurosciences|Ophthalmology|Surgery,2,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU,2,2,1.51,3.9,830,,CORE,4.61,MED|NEU|OPH|SUR,4.61,CORE,Government,011 2211 4021,https://ihbas.delhi.gov.in/,28.6823708,77.3051329,Government
delhi,DELHI,orbitmed diagnostics llp,"1,PASCHIM ENCLAVE, MAIN ROHTAK ROAD, NEAR PEERA GARHI CHOWK, NEW DELHI, West Delhi, Delhi, 110087",Empaneled,,,28.6795169,77.0939047,MED|NEU|OPH|SUR,General Medicine|Neurosciences|Ophthalmology|Surgery,2,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU,2,2,1.51,,,,CORE,3.98,MED|NEU|OPH|SUR,3.98,CORE,Small Day-Care Clinics,092892 89216,https://orbitimaging.in/discount-rates-ct-mri/,28.6796962,77.0902584,Small Day-Care Clinics
delhi,DELHI,jeevan sparsh hospital,"Plot no 15,16 Lokpriya Vihar, Khora Colony, Near ITI College, Ghaziabad- 201309, Ghaziabad, Uttar Pradesh, 201309",Certified,https://jeevansparshhospital.in/,,28.6300811,77.3493933,MED|NEU|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,4,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT|URO,4,4,2.09,3.5,42,,ADVANCED,5.5,MED|NEU|OPH|ORT|SUR|URO,5.5,ADVANCED,Standard Secondary General,,https://jeevansparshhospital.in/,28.6318031,77.3497453,Standard Secondary General
delhi,DELHI,vardhman nursing home,"S - 42 SHALIMAR GARDEN  , EXTN 1 , NEAR NEW  BIJLI GHAR  SAHIBABAD  , GHAZIABAD 201005 ., Ghaziabad, Uttar Pradesh, 201005",Certified,https://vardhmannursinghome.com/,+91 96436 37605,28.6928139,77.3402365,MED|NEU|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,4,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT|URO,4,4,2.09,4.4,208,,ADVANCED,5.79,MED|NEU|OPH|ORT|SUR|URO,5.79,ADVANCED,Small Day-Care Clinics,096436 37605,https://vardhmannursinghome.com/,28.6891944,77.3395776,Small Day-Care Clinics
delhi,DELHI,commaander hospital  (run & operated by mohima healthcare pvt. ltd.),"Plot No. 55,56,57, Shiv Vihar (West) Vikas Nagar, New Delhi-110059, West Delhi, Delhi, 110059",Certified,https://commaanderhospital.com/,+91 88510 50155,28.643056,77.052096,MED|NEU|OPH|ORT|SUR,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery,3,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT,3,3,1.79,4,53,,CORE,4.89,MED|NEU|OPH|ORT|SUR,4.89,CORE,Not Matched,088510 50155,https://commaanderhospital.com/,28.6499219,77.0426863,Standard Secondary General
delhi,DELHI,prem dharam hospital and diagnostics,"10-D, PLOT NO.180, SECTOR-10, VASUNDHARA, GHAZIABAD, Ghaziabad, Uttar Pradesh, 201012",Certified,https://premdharamhospital.com/,+91 120 412 7778,28.6664351,77.3722118,MED|NEU|OPH|ORT|PUL|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,5,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT|PUL|URO,5,5,2.22,4.4,903,,ADVANCED,6.02,MED|NEU|OPH|ORT|PUL|SUR|URO,6.02,ADVANCED,Standard Secondary General,0120 412 7778,https://premdharamhospital.com/,28.659972,77.3680545,Standard Secondary General
delhi,DELHI,bharat multispeciality hospital,"Plot No.5 Main Road FNG Nearby sector 112, Opp. Barat Ghar, Noida, G.B. Nagar , Gautam Buddha Nagar, Uttar Pradesh, 201305",Certified,https://bharatmultispecialityhospital.com/,+91 99109 89318,28.6315325,77.3917409,MED|NEU|OPH|SUR,General Medicine|Neurosciences|Ophthalmology|Surgery,2,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU,2,2,1.51,4.2,22,,CORE,4.11,MED|NEU|OPH|SUR,4.11,CORE,Standard Secondary General,099109 89318,https://bharatmultispecialityhospital.com/,28.5619385,77.4137479,Standard Secondary General
delhi,DELHI,nirmla hospital,"RZ-E-20, JAI VIHAR NAJAFGARH NEW DELHI 110043, New Delhi, Delhi, 110043",Certified,,+91 93155 14021,28.6339208,77.0042046,MED|NEU|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,4,NABH+PMJAY,100,HOSP7P125270,Nirmla Hospital,NCT OF Delhi,NEW DELHI,9213752679,"M1, M7, M2, S1, S2, S4, S5",Private(For Profit),PMJAY,Hospital Approved for Empanelment,,7,DELHI,"M1, M7, S1, S5",5,EMD|MED|NEU|ORT|URO,5,5.1,2.19,3.6,83,,ADVANCED,6.01,EMD|MED|NEU|OPH|ORT|SUR|URO,6.01,ADVANCED,Standard Secondary General,093155 14021,,28.6312098,77.001537,Standard Secondary General
delhi,DELHI,dabas dental clinic implants and orthodontic centre,"NH - 58, Near Sabji Mandi, Sarai Road, Jwalapur, Haridwar, South West Delhi, Delhi, 249407",Empaneled,,,28.6134377,76.9800824,MED|NEU|OPH|ORT|SUR,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery,3,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT,3,3,1.79,4.1,55,,CORE,4.81,MED|NEU|OPH|ORT|SUR,4.81,CORE,Small Day-Care Clinics,091364 28778,https://www.dabasdentalclinic.com/,28.5937486,77.0334275,Small Day-Care Clinics
delhi,DELHI,rosewood hospital    a unit of j.l.k.d healthcare pvt. ltd.,"Aliwal Road, Batala, South West Delhi, Delhi, 143505",Empaneled,,,28.6134377,76.9800824,MED|NEU|OPH|ORT|PUL|SUR,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Pulmonology|Surgery,4,NABH+PMJAY,89.91,HOSP7P126713,ROSEWOOD HOSPITAL (UNIT OF JLKD HEALTHCARE PVT LTD,NCT OF Delhi,NEW DELHI,9911275929,"M1, M7, M2, S1, S12, S2, S3, S4, S5",Private(For Profit),Only CGHS,Hospital Approved for Empanelment,5 JL BLOCK ROSHAN GARDEN NAJAFGARH DELHI ,9,DELHI,"M1, M7, S1, S12, S5",4,CAR|EMD|MED|NEU|ORT|PUL,6,6.1,2.7,3.7,172,,ADVANCED,7.35,CAR|EMD|MED|NEU|OPH|ORT|PUL|SUR,7.35,ADVANCED,Standard Secondary General,,,28.6100897,76.9923701,Standard Secondary General
delhi,DELHI,ahmed hospital llp,"NH-1, SECTOR-15 PART-2, GURUGRAM, Gurgaon, Haryana, 122001",Certified,https://www.hexahealth.com/gurgaon/hospital/ahmed-hospital-and-ortho-care?utm_source=google&utm_medium=org&utm_campaign=gmb_gurgaon,+91 93548 31029,28.4647308,77.0501547,MED|NEU|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,4,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT|URO,4,4,2.09,4,192,,ADVANCED,5.64,MED|NEU|OPH|ORT|SUR|URO,5.64,ADVANCED,Standard Secondary General,093548 31029,https://www.hexahealth.com/gurgaon/hospital/ahmed-hospital-and-ortho-care?utm_source=google&utm_medium=org&utm_campaign=gmb_gurgaon,28.4579094,77.0412987,Standard Secondary General
delhi,DELHI,aryan hospital pvt. ltd.,"Old Railway Road, Near New Colony Mod, Gurgoan, Gurgoan, Haryana, India, 122001",Certified,https://aryanhospital.in/,+91 124 491 0000,28.4674569,77.0206577,MED|NEU|OPH|ORT|SUR,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery,3,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT,3,3,1.79,4.2,1417,,CORE,5.34,MED|NEU|OPH|ORT|SUR,5.34,CORE,Advanced Multispecialty,0124 491 0000,https://aryanhospital.in/,28.4696561,77.0195021,Advanced Multispecialty
delhi,DELHI,a plus dental clinic and implant centre,"Jawai Bandh Road, Near Natraj Garden, Sumerpur , Pali , Ghaziabad, Uttar Pradesh, 306902",Empaneled,,,28.6691565,77.4537578,MED|NEU|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,4,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT|URO,4,4,2.09,5,16,,ADVANCED,5.45,MED|NEU|OPH|ORT|SUR|URO,5.45,ADVANCED,Small Day-Care Clinics,098109 45800,http://www.bestagd.in/,28.6341614,77.2764336,Small Day-Care Clinics
delhi,DELHI,aayu hospital,"PLOT NO 140, NEAR VISHAL MEGA MART, HARI NAGAR, KHANDSA ROAD, GURGAON 122001, Gurgaon, Haryana, 122001",Certified,,,28.4332085,77.0019676,MED|NEU|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,4,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT|URO,4,4,2.09,5,1,,ADVANCED,5.54,MED|NEU|OPH|ORT|SUR|URO,5.54,ADVANCED,Standard Secondary General,011 4123 6115,https://ayu.health/ncr/hospital/ayu-health-multi-speciality-hospital-sector-3-ayurvigyan-nagar-207?utm_source=google&utm_medium=organic&utm_campaign=GMB_ayurvigyan,28.554559,77.226929,Standard Secondary General
delhi,DELHI,shri bhagwan diagnostics and imaging centre private limited,"2116, BAWANA ROAD, NARELA, DELHI -110040, North Delhi, Delhi, 110040",Empaneled,,,28.8483272,77.0876884,MED|NEU|OPH|SUR,General Medicine|Neurosciences|Ophthalmology|Surgery,2,NABH+PMJAY,82.24,HOSP7P127349,GANESH DIAGNOSTIC AND IMAGING CENTRE PVT LIMITED ,NCT OF Delhi,NORTH WEST DELHI,9810183948,S12,Private(For Profit),Only CGHS,Hospital Approved for Empanelment,,1,DELHI,S12,10,CAR|MED|NEU,3,3,2.24,4.3,241,,CORE,6.31,CAR|MED|NEU|OPH|SUR,6.31,CORE,Small Day-Care Clinics,095995 93108,http://shribhagwan.com/,28.8483076,77.0876979,Small Day-Care Clinics
delhi,DELHI,jiwan dhara hospital,"JIWAN DHARA HOSPITAL ,Opp. Radha Krishna Mandir , Sohna  Road  , Badshahpur , Sector 69 Gurugram - 122101, Gurgaon, Haryana, 122101",Certified,http://jiwandharaa.in/,+91 98995 00790,28.3956573,77.0466796,MED|NEU|OPH|SUR,General Medicine|Neurosciences|Ophthalmology|Surgery,2,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU,2,2,1.51,4.7,215,,CORE,4.47,MED|NEU|OPH|SUR,4.47,CORE,Standard Secondary General,098995 00790,http://jiwandharaa.in/,28.3956573,77.0466796,Standard Secondary General
delhi,DELHI,raj nursing home (a unit of raj rishik hospital pvt. ltd.),"CLINIC SITE-6, SECTOR-3, FARIDABAD, FARIDABAD, Haryana, India, 121004",Accredited,,+91 98107 44602,28.3506015,77.3319488,MED|NEU|NPH|OPH|ORT|SUR,General Medicine|Nephrology|Neurosciences|Ophthalmology|Orthopedics|Surgery,4,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|NPH|ORT,4,4,2.23,3.3,110,,ADVANCED,6.09,MED|NEU|NPH|OPH|ORT|SUR,6.09,ADVANCED,Standard Secondary General,098107 44602,,28.3510733,77.332332,Standard Secondary General
delhi,DELHI,baby bloom hospital,"Plot No. 207, Knowledge Park 5, Greater Noida West, Gautam Buddha Nagar, Uttar Pradesh, 201307",Empaneled,,,28.4707296,77.4905438,MED|NEU|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,4,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT|URO,4,4,2.09,4.9,325,,ADVANCED,5.76,MED|NEU|OPH|ORT|SUR|URO,5.76,ADVANCED,Boutique Super-Specialty,090454 98589,https://babybloomhospital.com/,28.5594665,77.4563668,Boutique Super-Specialty
delhi,DELHI,dr mehras smile destination,"Plot No. 207, Knowledge Park 5, Greater Noida West, South Delhi, Delhi, 201307",Empaneled,,,28.4707296,77.4905438,MED|NEU|OPH|SUR,General Medicine|Neurosciences|Ophthalmology|Surgery,2,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU,2,2,1.51,4.9,121,,CORE,4.32,MED|NEU|OPH|SUR,4.32,CORE,Small Day-Care Clinics,097111 17357,https://drmehrassmiledestination.com/,28.5383001,77.2007595,Small Day-Care Clinics
delhi,DELHI,vibrant hospital,"Plot No-1, Huda Market, Sector-100, Kherki Mazar Dhankot, Gurgaon, Haryana, 122006",Certified,https://vibranthospital.com/,+91 92060 08400,28.4021855,76.9836323,MED|NEU|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery|Urology,4,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT|URO,4,4,2.09,4.6,626,,ADVANCED,5.93,MED|NEU|OPH|ORT|SUR|URO,5.93,ADVANCED,Standard Secondary General,092060 08400,https://vibranthospital.com/,28.466512,76.9730362,Standard Secondary General
delhi,DELHI,thehope hospital and healthcare pvt. ltd.,"NH-20  DELTA-2 GREATER NOIDA, Gautam Buddha Nagar, Uttar Pradesh, 201308",Accredited,http://thehopehospital.org/,+91 96677 92123,28.488802,77.5204739,MED|NEU|ONC|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Oncology|Ophthalmology|Orthopedics|Surgery|Urology,5,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ONC|ORT|URO,5,5,2.66,4.8,831,,ADVANCED,7.73,MED|NEU|ONC|OPH|ORT|SUR|URO,7.73,ADVANCED,Standard Secondary General,096677 92123,http://thehopehospital.org/,28.4881148,77.5198163,Standard Secondary General
delhi,DELHI,spes super speciality hospital,"Plot A2 Omega-II, NRI Complex  Near Pari Chowk, Gautam Buddha Nagar  Greater Noida - 201310, Uttar Pradesh",Accredited,http://speshospitalnoida.com/,+91 90508 80099,28.4608774,77.5110614,EMD|MED|NEU|ONC|OPH|ORT|PUL|SUR|URO,Emergency Medicine|General Medicine|Neurosciences|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,7,NABH_ONLY,0,,,,,,,,,,,,,,,EMD|MED|NEU|ONC|ORT|PUL|URO,7,7,2.89,4.6,405,,ADVANCED,8.13,EMD|MED|NEU|ONC|OPH|ORT|PUL|SUR|URO,8.13,ADVANCED,Advanced Multispecialty,090508 80099,http://speshospitalnoida.com/,28.4636147,77.5121431,Advanced Multispecialty
delhi,DELHI,sunshine hospital,"SEC-64, SAHUPURA ROAD, UNCHA GAON, FARIDABAD, HARYANA 121004, Faridabad, Haryana, 121004",Certified,https://sunshinehospitals.in/,,28.317326,77.333441,MED|NEU|ONC|OPH|ORT|SUR|URO,General Medicine|Neurosciences|Oncology|Ophthalmology|Orthopedics|Surgery|Urology,5,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ONC|ORT|URO,5,5,2.66,4.4,89,,ADVANCED,7.22,MED|NEU|ONC|OPH|ORT|SUR|URO,7.22,ADVANCED,Standard Secondary General,011 4882 0000,http://www.sunrisehospitals.in/,28.5770296,77.2659351,Standard Secondary General
delhi,DELHI,national cancer institute - aiims,"NATIONAL CANCER INSTITUTE(NCI) - AIIMS, BADSA, JHAJJAR, HARYANA PIN 124105, Jhajjar, Haryana, 124103",Certified,http://www.aiims.edu/,,28.5002773,76.8716681,NEU|ONC|OPH|URO,Neurosciences|Oncology|Ophthalmology|Urology,3,NABH_ONLY,0,,,,,,,,,,,,,,,NEU|ONC|URO,3,3,2.48,4.3,202,,CORE,6.37,NEU|ONC|OPH|URO,6.37,CORE,Government,,http://www.aiims.edu/,28.5002773,76.8716681,Government
delhi,DELHI,ashok hospital neuro  and trauma center,"VILL. KOT. NH-91, OPP. TATA DHARAM KATA, G.B NAGAR (U.P), Gautam Buddha Nagar, Uttar Pradesh, 203207",Empaneled,,,28.4775823,77.5808356,MED|NEU|OPH|PUL|SUR,General Medicine|Neurosciences|Ophthalmology|Pulmonology|Surgery,3,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|PUL,3,3,1.79,4.1,64,,CORE,4.36,MED|NEU|OPH|PUL|SUR,4.36,CORE,Advanced Multispecialty,085278 56007,,28.5134362,77.6063222,Advanced Multispecialty
delhi,DELHI,ahuja medical & research centre (a unit of ammc),"Near Bank Of India, Delhi Road, Kharkhoda, Kanpur Nagar, Uttar Pradesh, 131402",Empaneled,,,28.8744896,76.9124465,MED|NEU|OPH|SUR|URO,General Medicine|Neurosciences|Ophthalmology|Surgery|Urology,3,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|URO,3,3,1.87,4.8,856,,CORE,5.22,MED|NEU|OPH|SUR|URO,5.22,CORE,Standard Secondary General,063931 32460,https://amrcindia.com/,26.4626943,80.3307957,Standard Secondary General
delhi,DELHI,sarvodaya hospital a unit of anshu hospitals limited,"Hydrabad road,  Umarga, New Arogya nagar, Gautam Buddha Nagar, Uttar Pradesh, 413606",Empaneled,,,28.3678285,77.3359249,MED|NEU|OPH|ORT|SUR,General Medicine|Neurosciences|Ophthalmology|Orthopedics|Surgery,3,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NEU|ORT,3,3,1.79,4.6,7374,,CORE,5.47,MED|NEU|OPH|ORT|SUR,5.47,CORE,Standard Secondary General,1800 313 1414,https://www.sarvodayahospital.com/hospitals/sarvodaya-hospital-sec-8-faridabad,28.3678285,77.3359249,Standard Secondary General
delhi,DELHI,"jeewan nursing home & hospital, pusa road","2B, PUSA ROAD, DELHI, delhi, Delhi, India, 110005",Accredited,,,28.6439945,77.1908861,EMD|MED|NPH|OPH|ORT|PUL|SUR,Emergency Medicine|General Medicine|Nephrology|Ophthalmology|Orthopedics|Pulmonology|Surgery,5,NABH+PMJAY,84.51,HOSP7P125641,JEEWAN NURSING HOME & HOSPITAL,NCT OF Delhi,NEW DELHI,9810013265,"BM, CP, MG, OC, SB, SG, SO, SP",Private(For Profit),Only CGHS,Hospital Approved for Empanelment,,8,DELHI,"CP, MG, SB, SG",1,EMD|MED|NPH|ORT|PUL,5,5.1,1.34,4.3,433,,ADVANCED,5.33,EMD|MED|NPH|OPH|ORT|PUL|SUR,5.33,ADVANCED,Standard Secondary General,011 4243 0246,https://www.eka.care/doctor/dr-meenakshi-sabharwal-obstetrics-gynaecology-delhi?utm_source=gmb&utm_medium=website&utm_campaign=032023,28.6435874,77.1880511,Standard Secondary General
delhi,DELHI,nephrine renal care - dcdc health services pvt. ltd.,"H-2, Hauz Khas, , Near NILI Masjid, , New Delhi, New Delhi, Delhi, India, 110016",Accredited,,+91 11 4100 9286,28.5478897,77.2031247,MED|NPH|OPH|SUR,General Medicine|Nephrology|Ophthalmology|Surgery,2,NABH_ONLY,0,,,,,,,,,,,,,,,MED|NPH,2,2,0.73,5,1,,CORE,3.39,MED|NPH|OPH|SUR,3.39,CORE,Small Day-Care Clinics,,,28.553164,77.206856,Small Day-Care Clinics
delhi,DELHI,khandelwal hospital & urology center pvt. ltd.,"B 15,16 East Krishna Nagar, East Delhi  Delhi - 110051",Accredited,,+91 99779 97079,28.6518024,77.2796453,EMD|MED|NPH|ONC|OPH|ORT|PUL|SUR|URO,Emergency Medicine|General Medicine|Nephrology|Oncology|Ophthalmology|Orthopedics|Pulmonology|Surgery|Urology,7,NABH+PMJAY,97.83,HOSP7P116294,KHANDELWAL HOSPITAL & UROLOGY CENTRE PVT. LTD.,NCT OF Delhi,EAST DELHI,9540938211,"M1, M7, S7, M2, S1, S2, S4, S5",Private(For Profit),PMJAY,Hospital Approved for Empanelment,,8,DELHI,"M1, M7, S7, S1, S5",5,EMD|MED|NPH|ONC|ORT|PUL|URO,7,7.1,2.75,3.6,363,,ADVANCED,7.47,EMD|MED|NPH|ONC|OPH|ORT|PUL|SUR|URO,7.47,ADVANCED,Boutique Super-Specialty,011 4240 8561,http://www.khuchospital.com/,28.6597127,77.2883768,Boutique Super-Specialty
